,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CCDC130,50.0067917909715,0.765771814317575,0.190399875770067,4.02191341365341,5.77272799217724E-05,0.000238661803383
GPR137B,11.4355855804893,1.9075950392666,0.474348715064429,4.02150354514506,5.78278375403951E-05,0.000239024303777
AP003419.11,17.163852870125,1.99022800831561,0.494999105972873,4.0206699048557,5.80328759124107E-05,0.000239818405067
CDC37L1,27.5195115245086,1.11085138916812,0.276297164584736,4.02049507398197,5.80759637703616E-05,0.000239943048179
CARS2,207.188907978838,-0.46100384097173,0.114692200174601,-4.01948729093979,5.83249277445167E-05,0.000240918031536
LYSMD2,6.66697377324533,2.56131357772163,0.637683166035017,4.01659274408536,5.90456330135878E-05,0.000243840730952
TRIM9,2.58577663912493,-3.15449848238945,0.785564969841126,-4.01557936452719,5.92999387162718E-05,0.000244836468503
PBK,7.90138541532781,-1.77669390249382,0.442456508870996,-4.0155221290051,5.93143327637225E-05,0.000244841440759
PIK3C2A,105.686000617369,0.560267660085656,0.139568949091111,4.01427153915095,5.96296682852842E-05,0.000246088379809
ORC3,55.9289780651349,-0.788255776056072,0.196368271570223,-4.01417077083242,5.96551459505894E-05,0.000246138802907
TMEM208,130.491642412006,0.93496485816594,0.232997229086585,4.01277243438158,6.00097587769851E-05,0.000247546922706
BORA,11.3724853566799,-1.50661284024329,0.37549563954604,-4.01233112071481,6.01220879999561E-05,0.000247955192078
PDP2,20.6647050323216,1.04181862575061,0.25978778724642,4.01026790671416,6.06498919716284E-05,0.000250020862685
SLC5A7,0.951833021132295,4.44590511608168,1.10862730446507,4.01027928698446,6.0646968715971E-05,0.000250020862685
WDR72,20.1097492923683,1.16570708889148,0.290740712183427,4.00943878873091,6.0863227225059E-05,0.000250844601905
DCTN2,447.364840813585,-0.312009996968939,0.077836440212234,-4.00853374227021,6.10969101751335E-05,0.000251751818775
ARHGEF16,6.5100834466409,1.81243517132677,0.452250263812799,4.00759339761712,6.13406068098248E-05,0.000252699885533
SYPL2,3.39378276785505,3.09293631680549,0.771796056479904,4.00745286379424,6.13771060451057E-05,0.000252794146775
ABCA4,2.2150030518171,3.37812875628283,0.842988392882432,4.00732534967888,6.14102416134353E-05,0.000252874515322
CECR5,28.3849431451537,-0.988111702983258,0.246627884465496,-4.00648817600144,6.16282089047817E-05,0.000253715777755
BX322557.10,14.2612435228693,1.59478070347621,0.398136176430722,4.00561616322679,6.18560256334123E-05,0.000254597207058
WDR7,72.2267523150365,0.613235785328378,0.15321097837598,4.00255772679356,6.26613722372876E-05,0.000257854811093
MRPS33,102.595246383398,0.630296659263658,0.157509542854228,4.00164109324464,6.29046666734005E-05,0.000258798609809
POP7,12.5114318314913,-1.61089884561003,0.402751708590877,-3.99973187263724,6.34142892555682E-05,0.000260837458775
AKAP10,112.542723693567,0.51300418137308,0.128276897813515,3.99919385421115,6.35586052524379E-05,0.000261373147829
MAB21L1,0.98204540923227,-4.39899263050658,1.10067725418083,-3.99662354590991,6.42523556208025E-05,0.000264167547594
TTLL4,85.9263522923464,-0.520341350503474,0.130206801056314,-3.99626859950601,6.43487203448995E-05,0.000264505158495
FBXO18,173.299012628066,0.442250127006998,0.110675820904732,3.99590555002685,6.44474264880569E-05,0.000264852242174
ERMARD,33.6268457023212,0.941791074929034,0.235705671058106,3.99562331572779,6.45242595351425E-05,0.000265109302734
SMS,242.46055099072,-0.450336046606919,0.112733189241263,-3.99470687947222,6.47743405398431E-05,0.000266077911804
RAD17,191.362162031368,0.441651218663103,0.110580648874879,3.99392862274509,6.49874345879228E-05,0.000266894192092
SASH1,81.8768185604389,-0.657591513742566,0.1646525522219,-3.99381306192169,6.50191327526108E-05,0.000266965308845
NFYA,64.8804613798433,-0.605033972813283,0.151552952961383,-3.99222820136965,6.5455336877719E-05,0.000268696908107
RPS6,1844.07748354295,-0.414476086256573,0.103838511013385,-3.99154496931438,6.56442372078963E-05,0.000269412773666
SETD2,289.311048100585,0.465186709250132,0.116579470184009,3.99029699239397,6.59906111028365E-05,0.000270774472569
RP11-159D12.5,19.492555056448,-1.08683060954619,0.272416917547132,-3.98958559303921,6.61888320758631E-05,0.000271527798856
CDK14,145.34516671741,-0.815214845811384,0.204355663414566,-3.9891962482958,6.62975557150826E-05,0.000271913726633
U2SURP,377.389422350656,-0.430631791146318,0.107958126024276,-3.98887797523905,6.63865582750587E-05,0.000272218617464
NOG,3.60382298758594,3.28283228791469,0.823064132284483,3.98854980936044,6.64784456777719E-05,0.000272535200335
RABGGTB,130.802181745914,0.528541506974601,0.132549006569308,3.98751767858958,6.67682305043683E-05,0.000273662765037
CCDC150,8.51810147465706,-1.62742108764674,0.408252192113971,-3.98631316397786,6.71079259579663E-05,0.000274994355311
PLEKHA5,246.436160992402,-1.05482336282962,0.264652904276002,-3.98568595238073,6.72854581383924E-05,0.000275660993031
CD248,47.0555836079109,-1.19611898294283,0.300150012226279,-3.98507057877809,6.74600714303615E-05,0.000276315380839
TERF2IP,64.3249870211601,0.725598119681559,0.182100235810776,3.98460834743533,6.75915122609812E-05,0.00027679268522
CCDC84,12.6262642195023,1.40923220330421,0.353755026885867,3.98363866574504,6.78680403253604E-05,0.000277802520961
RAB8B,79.6366373559113,-0.687428969911541,0.172562547551683,-3.98365102778546,6.78645082652014E-05,0.000277802520961
UG0898H09,1.65551392726834,3.82828264610527,0.961079740667571,3.98331427051633,6.79607881474347E-05,0.000278120835622
CHPT1,34.79601824604,1.09836300000858,0.275763434233727,3.98298999670003,6.80536211124017E-05,0.000278439358323
PXMP2,10.4279981951838,-1.59473014350763,0.400472315197678,-3.98212331536689,6.83023235097375E-05,0.000279395335238
CEACAM1,6.7595735015776,2.21885913878248,0.557265157150962,3.98169365213228,6.84259380503574E-05,0.000279839323205
AC012146.7,7.09400556723302,-2.08641465846468,0.524026662403992,-3.98150477476314,6.84803452104256E-05,0.000280000142762
NDNF,6.7731888508501,2.35502467442534,0.5915652800944,3.98100556890278,6.86243413175572E-05,0.00028052711911
PPM1M,27.094345932698,1.15072284000612,0.289081894878597,3.98061193174821,6.87380880607735E-05,0.000280930235287
BTG3,21.3583285667993,1.29961679008436,0.326536527934579,3.98000431469257,6.89140174325217E-05,0.00028158725635
ZNF708,16.0298589190556,-1.29310215795952,0.324987460930636,-3.97892938471097,6.92262965020773E-05,0.000282800999553
FSIP2,10.3579218814047,1.66310246623449,0.418021387723818,3.97851046639098,6.93483590830924E-05,0.000283237313456
MIDN,100.043527370329,-0.587792214463415,0.147776050312175,-3.97758779735763,6.96179208615012E-05,0.000284275729202
SULF2,379.451961730323,0.916640327742842,0.230580679183617,3.97535617896632,7.02740020871701E-05,0.000286891643005
RNF149,29.193764426878,1.08316731970808,0.272478112609029,3.97524523836628,7.03067700401712E-05,0.000286962307004
TMEM47,9.23560618392576,2.74032760397094,0.689408362756624,3.97489753825097,7.04095620989152E-05,0.000287318685698
ZFP36,42.0334237019189,2.11201831556741,0.531606540690988,3.97289753587717,7.10035976812859E-05,0.000289679073353
ARVCF,17.1509912466814,-1.24935862936334,0.31467401076532,-3.9703267083442,7.17741439427636E-05,0.000292758390246
CWC27,61.6955806806368,-0.653663793441351,0.16466313902327,-3.96970322149013,7.19622079625067E-05,0.000293460998772
MARK1,20.9509151135443,-1.28535033891504,0.323919242393348,-3.96811973693799,7.24419360279738E-05,0.000295352439817
RARS,137.859375209258,0.525186241640993,0.132355697045747,3.96799120372937,7.24810085372641E-05,0.000295446851444
MFF,437.753631501658,0.470363200476589,0.118558460701995,3.96735245794796,7.26754752168854E-05,0.00029617449977
UBE2W,49.3664022766337,0.921817490992391,0.232464924439093,3.96540464423446,7.3271540204036E-05,0.000298538103777
TBXAS1,3.10785050633469,-3.27468030438128,0.826134198140371,-3.96386000210691,7.3747511804907E-05,0.00030041146843
FRMD6,451.460977020093,-0.555347707357076,0.140115288329481,-3.96350543882959,7.385718011817E-05,0.000300792197133
PAX9,1.14086393154648,-4.24644875722897,1.07187504992147,-3.96170127995803,7.4417609358888E-05,0.000303008133917
HIST1H3A,2.55842171702539,-2.99951280507754,0.7571663837721,-3.96149759070704,7.4481133782879E-05,0.000303200282108
LONRF2,2.38143929136546,3.34427366106168,0.844389370950457,3.96058237599238,7.47671945505862E-05,0.000304298055787
DCAF7,171.276808499111,-0.404310177045357,0.102112827392474,-3.95944552089794,7.5123978537918E-05,0.000305683124419
RARRES1,4.98827342873378,3.21138811270943,0.811122370191146,3.95919066065537,7.52041830216857E-05,0.000305942417145
TTL,83.4727611354009,-0.62967310114586,0.159123212075413,-3.95714172013722,7.58519330185949E-05,0.000308509954563
NKTR,245.486687811036,0.416592613899626,0.105358020312187,3.95406645517082,7.68340536989895E-05,0.000312436043552
PSAT1,44.8121297210619,-0.97151345716916,0.245705851368138,-3.95396956059281,7.68651926130077E-05,0.000312494211668
FRMD7,1.90952513335426,-3.49928446566731,0.885082106078263,-3.9536269478686,7.69753934404967E-05,0.000312873708876
HBS1L,224.853491683782,-0.422131804360561,0.106775052364637,-3.95346848362089,7.70264137190636E-05,0.000313012547694
